,instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
17127,16397,2012-11-20,4,1,11,0,2,1,1,0.36,0.3788,0.71,0.0,7,115,122,22.0
17128,16398,2012-11-20,4,1,11,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83,23.0
17129,16399,2012-11-21,4,1,11,0,3,1,1,0.34,0.3636,0.81,0.0,1,25,26,0.0
17130,16400,2012-11-21,4,1,11,0,3,1,1,0.32,0.3333,0.81,0.1045,1,13,14,1.0
17131,16401,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,2,6,8,2.0
17132,16402,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,0,2,2,3.0
17133,16403,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,0,10,10,4.0
17134,16404,2012-11-21,4,1,11,0,3,1,1,0.28,0.2879,0.87,0.1045,1,28,29,5.0
17135,16405,2012-11-21,4,1,11,0,3,1,1,0.28,0.303,0.87,0.0896,2,99,101,6.0
17136,16406,2012-11-21,4,1,11,0,3,1,1,0.26,0.2879,0.87,0.0896,11,262,273,7.0
17137,16407,2012-11-21,4,1,11,0,3,1,2,0.28,0.303,0.81,0.0896,12,539,551,8.0
17138,16408,2012-11-21,4,1,11,0,3,1,1,0.32,0.3333,0.76,0.0896,45,320,365,9.0
17139,16409,2012-11-21,4,1,11,0,3,1,1,0.36,0.3788,0.62,0.0,22,150,172,10.0
17140,16410,2012-11-21,4,1,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,241,11.0
17141,16411,2012-11-21,4,1,11,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344,12.0
17142,16412,2012-11-21,4,1,11,0,3,1,1,0.44,0.4394,0.35,0.2239,70,295,365,13.0
17143,16413,2012-11-21,4,1,11,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413,14.0
17144,16414,2012-11-21,4,1,11,0,3,1,1,0.46,0.4545,0.36,0.0896,68,381,449,15.0
17145,16415,2012-11-21,4,1,11,0,3,1,1,0.44,0.4394,0.33,0.1343,59,410,469,16.0
17146,16416,2012-11-21,4,1,11,0,3,1,1,0.4,0.4091,0.4,0.1642,41,333,374,17.0
17147,16417,2012-11-21,4,1,11,0,3,1,1,0.42,0.4242,0.38,0.1045,24,287,311,18.0
17148,16418,2012-11-21,4,1,11,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243,19.0
17149,16419,2012-11-21,4,1,11,0,3,1,1,0.34,0.3485,0.61,0.1045,11,125,136,20.0
17150,16420,2012-11-21,4,1,11,0,3,1,1,0.36,0.3788,0.5,0.0,8,97,105,21.0
17151,16421,2012-11-21,4,1,11,0,3,1,1,0.34,0.3636,0.49,0.0,6,82,88,22.0
17152,16422,2012-11-21,4,1,11,0,3,1,1,0.32,0.3485,0.61,0.0,7,50,57,23.0
17153,16423,2012-11-22,4,1,11,1,4,0,1,0.32,0.3333,0.66,0.0896,3,43,46,0.0
17154,16424,2012-11-22,4,1,11,1,4,0,1,0.28,0.303,0.65,0.0896,5,37,42,1.0
17155,16425,2012-11-22,4,1,11,1,4,0,1,0.24,0.2576,0.75,0.0896,3,15,18,2.0
17156,16426,2012-11-22,4,1,11,1,4,0,1,0.24,0.2576,0.75,0.1045,0,6,6,3.0
17157,16427,2012-11-22,4,1,11,1,4,0,1,0.22,0.2273,0.8,0.1343,1,2,3,4.0
17158,16428,2012-11-22,4,1,11,1,4,0,1,0.24,0.2576,0.75,0.1045,2,6,8,5.0
17159,16429,2012-11-22,4,1,11,1,4,0,1,0.26,0.2727,0.7,0.1045,2,15,17,6.0
17160,16430,2012-11-22,4,1,11,1,4,0,1,0.22,0.2273,0.75,0.1343,7,49,56,7.0
17161,16431,2012-11-22,4,1,11,1,4,0,1,0.24,0.2424,0.75,0.1343,20,77,97,8.0
17162,16432,2012-11-22,4,1,11,1,4,0,1,0.3,0.3333,0.65,0.0,25,94,119,9.0
17163,16433,2012-11-22,4,1,11,1,4,0,1,0.36,0.3636,0.57,0.1045,65,154,219,10.0
17164,16434,2012-11-22,4,1,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,232,11.0
17165,16435,2012-11-22,4,1,11,1,4,0,1,0.44,0.4394,0.35,0.0,117,145,262,12.0
17166,16436,2012-11-22,4,1,11,1,4,0,1,0.46,0.4545,0.31,0.0,125,144,269,13.0
17167,16437,2012-11-22,4,1,11,1,4,0,1,0.48,0.4697,0.29,0.0,125,95,220,14.0
17168,16438,2012-11-22,4,1,11,1,4,0,1,0.48,0.4697,0.29,0.0,132,96,228,15.0
17169,16439,2012-11-22,4,1,11,1,4,0,1,0.46,0.4545,0.33,0.0,101,81,182,16.0
17170,16440,2012-11-22,4,1,11,1,4,0,1,0.44,0.4394,0.35,0.0,66,43,109,17.0
17171,16441,2012-11-22,4,1,11,1,4,0,1,0.4,0.4091,0.43,0.0,16,54,70,18.0
17172,16442,2012-11-22,4,1,11,1,4,0,1,0.36,0.3788,0.76,0.0,13,31,44,19.0
17173,16443,2012-11-22,4,1,11,1,4,0,1,0.34,0.3636,0.71,0.0,15,37,52,20.0
17174,16444,2012-11-22,4,1,11,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46,21.0
17175,16445,2012-11-22,4,1,11,1,4,0,1,0.32,0.3485,0.61,0.0,8,36,44,22.0
17176,16446,2012-11-22,4,1,11,1,4,0,1,0.3,0.3333,0.7,0.0,8,28,36,23.0
17177,16447,2012-11-23,4,1,11,0,5,1,1,0.28,0.3182,0.65,0.0,0,32,32,0.0
17178,16448,2012-11-23,4,1,11,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13,1.0
17179,16449,2012-11-23,4,1,11,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,5,2.0
17180,16450,2012-11-23,4,1,11,0,5,1,1,0.26,0.303,0.7,0.0,1,0,1,3.0
17181,16451,2012-11-23,4,1,11,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,4,4.0
17182,16452,2012-11-23,4,1,11,0,5,1,1,0.24,0.2879,0.81,0.0,0,10,10,5.0
17183,16453,2012-11-23,4,1,11,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,20,6.0
17184,16454,2012-11-23,4,1,11,0,5,1,1,0.24,0.2879,0.81,0.0,5,72,77,7.0
17185,16455,2012-11-23,4,1,11,0,5,1,1,0.24,0.2576,0.87,0.0896,11,83,94,8.0
17186,16456,2012-11-23,4,1,11,0,5,1,1,0.28,0.2879,0.75,0.1045,32,80,112,9.0
17187,16457,2012-11-23,4,1,11,0,5,1,1,0.34,0.3333,0.61,0.1642,87,114,201,10.0
17188,16458,2012-11-23,4,1,11,0,5,1,1,0.4,0.4091,0.5,0.194,121,130,251,11.0
17189,16459,2012-11-23,4,1,11,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,379,12.0
17190,16460,2012-11-23,4,1,11,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,424,13.0
17191,16461,2012-11-23,4,1,11,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,435,14.0
17192,16462,2012-11-23,4,1,11,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,447,15.0
17193,16463,2012-11-23,4,1,11,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,357,16.0
17194,16464,2012-11-23,4,1,11,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,300,17.0
17195,16465,2012-11-23,4,1,11,0,5,1,2,0.46,0.4545,0.44,0.0,50,158,208,18.0
17196,16466,2012-11-23,4,1,11,0,5,1,2,0.46,0.4545,0.47,0.1642,33,121,154,19.0
17197,16467,2012-11-23,4,1,11,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,142,20.0
17198,16468,2012-11-23,4,1,11,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,98,21.0
17199,16469,2012-11-23,4,1,11,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,79,22.0
17200,16470,2012-11-23,4,1,11,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,67,23.0
17201,16471,2012-11-24,4,1,11,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42,0.0
17202,16472,2012-11-24,4,1,11,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,20,1.0
17203,16473,2012-11-24,4,1,11,0,6,0,1,0.32,0.2727,0.39,0.6119,10,22,32,2.0
17204,16474,2012-11-24,4,1,11,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5,11,3.0
17205,16475,2012-11-24,4,1,11,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,3,4.0
17206,16476,2012-11-24,4,1,11,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3,5.0
17207,16477,2012-11-24,4,1,11,0,6,0,1,0.24,0.2121,0.44,0.2836,1,9,10,6.0
17208,16478,2012-11-24,4,1,11,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25,7.0
17209,16479,2012-11-24,4,1,11,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,8.0
17210,16480,2012-11-24,4,1,11,0,6,0,2,0.26,0.2121,0.41,0.4478,26,96,122,9.0
17211,16481,2012-11-24,4,1,11,0,6,0,2,0.26,0.2273,0.44,0.2985,46,96,142,10.0
17212,16482,2012-11-24,4,1,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,186,11.0
17213,16483,2012-11-24,4,1,11,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,199,12.0
17214,16484,2012-11-24,4,1,11,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225,13.0
17215,16485,2012-11-24,4,1,11,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,207,14.0
17216,16486,2012-11-24,4,1,11,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,198,15.0
17217,16487,2012-11-24,4,1,11,0,6,0,1,0.28,0.2424,0.38,0.4478,43,127,170,16.0
17218,16488,2012-11-24,4,1,11,0,6,0,1,0.26,0.2273,0.41,0.3881,29,97,126,17.0
17219,16489,2012-11-24,4,1,11,0,6,0,1,0.26,0.2273,0.38,0.3881,22,123,145,18.0
17220,16490,2012-11-24,4,1,11,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83,19.0
17221,16491,2012-11-24,4,1,11,0,6,0,1,0.24,0.2121,0.44,0.2836,3,55,58,20.0
17222,16492,2012-11-24,4,1,11,0,6,0,1,0.24,0.2273,0.44,0.194,9,66,75,21.0
17223,16493,2012-11-24,4,1,11,0,6,0,1,0.24,0.2273,0.44,0.2537,7,69,76,22.0
17224,16494,2012-11-24,4,1,11,0,6,0,1,0.24,0.2273,0.44,0.194,9,48,57,23.0
17225,16495,2012-11-25,4,1,11,0,0,0,1,0.22,0.2121,0.47,0.2537,3,31,34,0.0
17226,16496,2012-11-25,4,1,11,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36,1.0
17227,16497,2012-11-25,4,1,11,0,0,0,1,0.22,0.197,0.44,0.3582,1,27,28,2.0
17228,16498,2012-11-25,4,1,11,0,0,0,1,0.22,0.2727,0.44,0.0,0,8,8,3.0
17229,16499,2012-11-25,4,1,11,0,0,0,1,0.22,0.2727,0.44,0.0,1,1,2,4.0
17230,16500,2012-11-25,4,1,11,0,0,0,2,0.22,0.2273,0.47,0.1642,0,3,3,5.0
17231,16501,2012-11-25,4,1,11,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,11,6.0
17232,16502,2012-11-25,4,1,11,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,21,7.0
17233,16503,2012-11-25,4,1,11,0,0,0,2,0.22,0.2273,0.51,0.194,2,32,34,8.0
17234,16504,2012-11-25,4,1,11,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,96,9.0
17235,16505,2012-11-25,4,1,11,0,0,0,1,0.24,0.2273,0.48,0.2537,15,124,139,10.0
17236,16506,2012-11-25,4,1,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,204,11.0
17237,16507,2012-11-25,4,1,11,0,0,0,2,0.26,0.2576,0.41,0.2239,37,165,202,12.0
17238,16508,2012-11-25,4,1,11,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,195,13.0
17239,16509,2012-11-25,4,1,11,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,203,14.0
17240,16510,2012-11-25,4,1,11,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,245,15.0
17241,16511,2012-11-25,4,1,11,0,0,0,1,0.3,0.2879,0.39,0.2239,25,203,228,16.0
17242,16512,2012-11-25,4,1,11,0,0,0,1,0.28,0.2727,0.41,0.1642,11,170,181,17.0
17243,16513,2012-11-25,4,1,11,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,141,18.0
17244,16514,2012-11-25,4,1,11,0,0,0,1,0.26,0.303,0.41,0.0,13,114,127,19.0
17245,16515,2012-11-25,4,1,11,0,0,0,1,0.24,0.2879,0.6,0.0,9,110,119,20.0
17246,16516,2012-11-25,4,1,11,0,0,0,1,0.26,0.303,0.48,0.0,4,60,64,21.0
17247,16517,2012-11-25,4,1,11,0,0,0,1,0.24,0.2879,0.6,0.0,3,59,62,22.0
17248,16518,2012-11-25,4,1,11,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,23.0
17249,16519,2012-11-26,4,1,11,0,1,1,1,0.22,0.2727,0.69,0.0,4,19,23,0.0
17250,16520,2012-11-26,4,1,11,0,1,1,1,0.2,0.2576,0.69,0.0,1,9,10,1.0
17251,16521,2012-11-26,4,1,11,0,1,1,1,0.2,0.2576,0.69,0.0,0,5,5,2.0
17252,16522,2012-11-26,4,1,11,0,1,1,1,0.2,0.2576,0.69,0.0,1,4,5,3.0
17253,16523,2012-11-26,4,1,11,0,1,1,1,0.22,0.2727,0.69,0.0,0,10,10,4.0
17254,16524,2012-11-26,4,1,11,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,5.0
17255,16525,2012-11-26,4,1,11,0,1,1,1,0.22,0.2727,0.69,0.0,1,123,124,6.0
17256,16526,2012-11-26,4,1,11,0,1,1,1,0.24,0.2879,0.65,0.0,2,363,365,7.0
17257,16527,2012-11-26,4,1,11,0,1,1,1,0.24,0.2879,0.65,0.0,9,629,638,8.0
17258,16528,2012-11-26,4,1,11,0,1,1,1,0.28,0.303,0.56,0.0896,10,276,286,9.0
17259,16529,2012-11-26,4,1,11,0,1,1,1,0.32,0.3485,0.49,0.0,20,127,147,10.0
17260,16530,2012-11-26,4,1,11,0,1,1,1,0.4,0.4091,0.37,0.2985,18,112,130,11.0
17261,16531,2012-11-26,4,1,11,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,210,12.0
17262,16532,2012-11-26,4,1,11,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,217,13.0
17263,16533,2012-11-26,4,1,11,0,1,1,1,0.42,0.4242,0.35,0.0,51,177,228,14.0
17264,16534,2012-11-26,4,1,11,0,1,1,1,0.42,0.4242,0.35,0.0896,49,181,230,15.0
17265,16535,2012-11-26,4,1,11,0,1,1,1,0.44,0.4394,0.3,0.0,49,297,346,16.0
17266,16536,2012-11-26,4,1,11,0,1,1,1,0.42,0.4242,0.32,0.0,13,540,553,17.0
17267,16537,2012-11-26,4,1,11,0,1,1,1,0.36,0.3485,0.5,0.1642,19,502,521,18.0
17268,16538,2012-11-26,4,1,11,0,1,1,1,0.34,0.3636,0.53,0.0,16,355,371,19.0
17269,16539,2012-11-26,4,1,11,0,1,1,1,0.34,0.3636,0.49,0.0,12,265,277,20.0
17270,16540,2012-11-26,4,1,11,0,1,1,1,0.34,0.3636,0.49,0.0,9,172,181,21.0
17271,16541,2012-11-26,4,1,11,0,1,1,1,0.32,0.3485,0.61,0.0,3,101,104,22.0
17272,16542,2012-11-26,4,1,11,0,1,1,2,0.32,0.3333,0.66,0.1045,8,57,65,23.0
17273,16543,2012-11-27,4,1,11,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26,0.0
17274,16544,2012-11-27,4,1,11,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,6,1.0
17275,16545,2012-11-27,4,1,11,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,5,2.0
17276,16546,2012-11-27,4,1,11,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4,3.0
17277,16547,2012-11-27,4,1,11,0,2,1,3,0.3,0.2879,0.81,0.194,0,5,5,4.0
17278,16548,2012-11-27,4,1,11,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,31,5.0
17279,16549,2012-11-27,4,1,11,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,100,6.0
17280,16550,2012-11-27,4,1,11,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293,7.0
17281,16551,2012-11-27,4,1,11,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500,8.0
17282,16552,2012-11-27,4,1,11,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268,9.0
17283,16553,2012-11-27,4,1,11,0,2,1,3,0.32,0.3182,0.81,0.194,5,52,57,10.0
17284,16554,2012-11-27,4,1,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65,11.0
17285,16555,2012-11-27,4,1,11,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,76,12.0
17286,16556,2012-11-27,4,1,11,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77,13.0
17287,16557,2012-11-27,4,1,11,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94,14.0
17288,16558,2012-11-27,4,1,11,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,155,15.0
17289,16559,2012-11-27,4,1,11,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,257,16.0
17290,16560,2012-11-27,4,1,11,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,527,17.0
17291,16561,2012-11-27,4,1,11,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,482,18.0
17292,16562,2012-11-27,4,1,11,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,350,19.0
17293,16563,2012-11-27,4,1,11,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232,20.0
17294,16564,2012-11-27,4,1,11,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,185,21.0
17295,16565,2012-11-27,4,1,11,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97,22.0
17296,16566,2012-11-27,4,1,11,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,67,23.0
17297,16567,2012-11-28,4,1,11,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23,0.0
17298,16568,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12,1.0
17299,16569,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1,2.0
17300,16570,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,3,3.0
17301,16571,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4,4.0
17302,16572,2012-11-28,4,1,11,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39,5.0
17303,16573,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136,6.0
17304,16574,2012-11-28,4,1,11,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409,7.0
17305,16575,2012-11-28,4,1,11,0,3,1,1,0.24,0.2121,0.6,0.2836,9,683,692,8.0
17306,16576,2012-11-28,4,1,11,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322,9.0
17307,16577,2012-11-28,4,1,11,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161,10.0
17308,16578,2012-11-28,4,1,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146,11.0
17309,16579,2012-11-28,4,1,11,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208,12.0
17310,16580,2012-11-28,4,1,11,0,3,1,1,0.34,0.3333,0.42,0.194,21,193,214,13.0
17311,16581,2012-11-28,4,1,11,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176,14.0
17312,16582,2012-11-28,4,1,11,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179,15.0
17313,16583,2012-11-28,4,1,11,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,325,16.0
17314,16584,2012-11-28,4,1,11,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563,17.0
17315,16585,2012-11-28,4,1,11,0,3,1,1,0.32,0.303,0.33,0.2836,12,530,542,18.0
17316,16586,2012-11-28,4,1,11,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,387,19.0
17317,16587,2012-11-28,4,1,11,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,263,20.0
17318,16588,2012-11-28,4,1,11,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,223,21.0
17319,16589,2012-11-28,4,1,11,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154,22.0
17320,16590,2012-11-28,4,1,11,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,78,23.0
17321,16591,2012-11-29,4,1,11,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,29,0.0
17322,16592,2012-11-29,4,1,11,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,16,1.0
17323,16593,2012-11-29,4,1,11,0,4,1,1,0.22,0.2727,0.64,0.0,1,6,7,2.0
17324,16594,2012-11-29,4,1,11,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7,4.0
17325,16595,2012-11-29,4,1,11,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,42,5.0
17326,16596,2012-11-29,4,1,11,0,4,1,1,0.22,0.2727,0.69,0.0,1,120,121,6.0
17327,16597,2012-11-29,4,1,11,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,362,7.0
17328,16598,2012-11-29,4,1,11,0,4,1,1,0.2,0.2273,0.69,0.1045,15,664,679,8.0
17329,16599,2012-11-29,4,1,11,0,4,1,1,0.24,0.2879,0.6,0.0,13,286,299,9.0
17330,16600,2012-11-29,4,1,11,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,178,10.0
17331,16601,2012-11-29,4,1,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163,11.0
17332,16602,2012-11-29,4,1,11,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236,12.0
17333,16603,2012-11-29,4,1,11,0,4,1,1,0.38,0.3939,0.32,0.1343,15,209,224,13.0
17334,16604,2012-11-29,4,1,11,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187,14.0
17335,16605,2012-11-29,4,1,11,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,220,15.0
17336,16606,2012-11-29,4,1,11,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,370,16.0
17337,16607,2012-11-29,4,1,11,0,4,1,1,0.34,0.3333,0.39,0.194,17,544,561,17.0
17338,16608,2012-11-29,4,1,11,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,537,18.0
17339,16609,2012-11-29,4,1,11,0,4,1,1,0.3,0.2879,0.52,0.194,18,326,344,19.0
17340,16610,2012-11-29,4,1,11,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252,20.0
17341,16611,2012-11-29,4,1,11,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208,21.0
17342,16612,2012-11-29,4,1,11,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151,22.0
17343,16613,2012-11-29,4,1,11,0,4,1,1,0.28,0.3182,0.61,0.0,6,124,130,23.0
17344,16614,2012-11-30,4,1,11,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52,0.0
17345,16615,2012-11-30,4,1,11,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19,1.0
17346,16616,2012-11-30,4,1,11,0,5,1,1,0.24,0.2879,0.75,0.0,2,10,12,2.0
17347,16617,2012-11-30,4,1,11,0,5,1,1,0.24,0.2879,0.75,0.0,0,4,4,3.0
17348,16618,2012-11-30,4,1,11,0,5,1,1,0.22,0.2727,0.75,0.0,0,3,3,4.0
17349,16619,2012-11-30,4,1,11,0,5,1,1,0.2,0.2576,0.8,0.0,1,39,40,5.0
17350,16620,2012-11-30,4,1,11,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106,6.0
17351,16621,2012-11-30,4,1,11,0,5,1,1,0.22,0.2727,0.8,0.0,6,346,352,7.0
17352,16622,2012-11-30,4,1,11,0,5,1,2,0.22,0.2576,0.8,0.0896,20,709,729,8.0
17353,16623,2012-11-30,4,1,11,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330,9.0
17354,16624,2012-11-30,4,1,11,0,5,1,2,0.3,0.3333,0.65,0.0,10,159,169,10.0
17355,16625,2012-11-30,4,1,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201,11.0
17356,16626,2012-11-30,4,1,11,0,5,1,2,0.38,0.3939,0.46,0.0,25,243,268,12.0
17357,16627,2012-11-30,4,1,11,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262,13.0
17358,16628,2012-11-30,4,1,11,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251,14.0
17359,16629,2012-11-30,4,1,11,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296,15.0
17360,16630,2012-11-30,4,1,11,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405,16.0
17361,16631,2012-11-30,4,1,11,0,5,1,1,0.36,0.3485,0.5,0.194,31,551,582,17.0
17362,16632,2012-11-30,4,1,11,0,5,1,2,0.34,0.3636,0.61,0.0,20,489,509,18.0
17363,16633,2012-11-30,4,1,11,0,5,1,1,0.32,0.3485,0.66,0.0,18,359,377,19.0
17364,16634,2012-11-30,4,1,11,0,5,1,1,0.32,0.3485,0.66,0.0,12,233,245,20.0
17365,16635,2012-11-30,4,1,11,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183,21.0
17366,16636,2012-11-30,4,1,11,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163,22.0
17367,16637,2012-11-30,4,1,11,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110,23.0
17368,16638,2012-12-01,4,1,12,0,6,0,1,0.26,0.303,0.81,0.0,9,99,108,0.0
17369,16639,2012-12-01,4,1,12,0,6,0,1,0.26,0.303,0.81,0.0,5,64,69,1.0
17370,16640,2012-12-01,4,1,12,0,6,0,2,0.26,0.303,0.81,0.0,3,47,50,2.0
17371,16641,2012-12-01,4,1,12,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15,3.0
17372,16642,2012-12-01,4,1,12,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5,4.0
17373,16643,2012-12-01,4,1,12,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13,5.0
17374,16644,2012-12-01,4,1,12,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27,6.0
17375,16645,2012-12-01,4,1,12,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63,7.0
17376,16646,2012-12-01,4,1,12,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144,8.0
17377,16647,2012-12-01,4,1,12,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193,9.0
17378,16648,2012-12-01,4,1,12,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256,10.0
17379,16649,2012-12-01,4,1,12,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392,11.0
17380,16650,2012-12-01,4,1,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446,12.0
17381,16651,2012-12-01,4,1,12,0,6,0,2,0.34,0.3636,0.76,0.0,123,386,509,13.0
